Parameters : 

                   

populationSize = 30

maxRules = 60

maxGenerations = 2000

mutationRate = 0.7

bidPercentage = 0.05

rewardAmount = 1.5

repeatCount = 20

taxRate = 0.15

negativeRewardFactor = 0.6

strengthThreshold = 20

                   

Final Rules:

                   

Run : 0

Final High Strength Rules:
ALL RULES 

Rule 1: Condition = #01#1#, Action = 1, Strength = 19.6811
Rule 55: Condition = 101##0, Action = 1, Strength = 12.6612

Rule 56: Condition = 01#00#, Action = 1, Strength = 12.6612

Rule 57: Condition = ##1###, Action = 1, Strength = 19.6811

Rule 58: Condition = 100011, Action = 1, Strength = 19.6811

Rule 59: Condition = 0#10#1, Action = 0, Strength = 13.2429

Rule 60: Condition = 01#01#, Action = 0, Strength = 13.2429


Final Accuracy: 76.5625%

Run : 7

Final High Strength Rules:
ALL RULES 

Rule 1: Condition = 11###1, Action = 1, Strength = 19.6811

Rule 2: Condition = 11###0, Action = 0, Strength = 19.6811

Rule 3: Condition = 10##0#, Action = 0, Strength = 19.6811

Rule 4: Condition = 01#1##, Action = 1, Strength = 19.6811

Rule 5: Condition = 000###, Action = 0, Strength = 19.6261

Rule 6: Condition = #0##11, Action = 1, Strength = 17.724

Rule 7: Condition = 00#010, Action = 1, Strength = 10.4989

Rule 8: Condition = 1#0##0, Action = 1, Strength = 10.4989

Rule 9: Condition = 110##1, Action = 1, Strength = 10.1173

Rule 10: Condition = 01111#, Action = 1, Strength = 10.1173

Rule 11: Condition = 000#11, Action = 1, Strength = 10.0551

Rule 12: Condition = 0#11#0, Action = 1, Strength = 10.0551

Rule 13: Condition = 00101#, Action = 0, Strength = 19.6811

Rule 14: Condition = 100#11, Action = 0, Strength = 19.6811

Rule 15: Condition = 1#0100, Action = 0, Strength = 19.6536

Rule 16: Condition = 10#01#, Action = 0, Strength = 19.6536

Rule 17: Condition = 001#01, Action = 0, Strength = 12.084

Rule 18: Condition = 1#1100, Action = 1, Strength = 12.084

Rule 19: Condition = 011#1#, Action = 1, Strength = 6.44393

Rule 20: Condition = 11##11, Action = 1, Strength = 6.44393

Rule 21: Condition = #1##00, Action = 1, Strength = 13.035

Rule 22: Condition = 011#11, Action = 1, Strength = 13.035

Rule 23: Condition = 011100, Action = 0, Strength = 17.5251

Rule 24: Condition = 001010, Action = 0, Strength = 17.5251

Rule 25: Condition = 011001, Action = 0, Strength = 15.1941

Rule 26: Condition = 1##111, Action = 0, Strength = 15.1941

Rule 27: Condition = 001##1, Action = 0, Strength = 10.1526

Rule 28: Condition = 10#01#, Action = 1, Strength = 10.1526

Rule 29: Condition = #010#0, Action = 0, Strength = 19.6811

Rule 30: Condition = #1100#, Action = 0, Strength = 19.6811

Rule 31: Condition = 0#0101, Action = 1, Strength = 17.5251

Rule 32: Condition = 110101, Action = 0, Strength = 17.5251

Rule 33: Condition = 110010, Action = 1, Strength = 10.6002

Rule 34: Condition = 100010, Action = 1, Strength = 10.6002

Rule 35: Condition = 100#11, Action = 1, Strength = 10.222

Rule 36: Condition = 1111##, Action = 1, Strength = 10.222

Rule 37: Condition = 1###00, Action = 1, Strength = 19.6536

Rule 38: Condition = 0###00, Action = 1, Strength = 19.6536

Rule 39: Condition = ##11#1, Action = 1, Strength = 19.6536

Rule 40: Condition = 011011, Action = 0, Strength = 19.6536

Rule 41: Condition = 1#####, Action = 1, Strength = 17.5251

Rule 42: Condition = ##1100, Action = 0, Strength = 17.5251

Rule 43: Condition = 1###00, Action = 1, Strength = 15.1406

Rule 44: Condition = 001##1, Action = 1, Strength = 15.1406

Rule 45: Condition = 000#00, Action = 1, Strength = 19.6536

Rule 46: Condition = #0100#, Action = 0, Strength = 19.6536

Rule 47: Condition = #0110#, Action = 0, Strength = 19.6811

Rule 48: Condition = 0010##, Action = 0, Strength = 19.6811

Rule 49: Condition = 1100#0, Action = 0, Strength = 19.6811

Rule 50: Condition = 101100, Action = 0, Strength = 19.6811

Rule 51: Condition = ##01#0, Action = 0, Strength = 12.6548

Rule 52: Condition = 111100, Action = 1, Strength = 12.6548

Rule 53: Condition = 111#10, Action = 1, Strength = 17.5251

Rule 54: Condition = #0#101, Action = 1, Strength = 17.5251

Rule 55: Condition = 011#01, Action = 0, Strength = 19.6536

Rule 56: Condition = 1#0110, Action = 1, Strength = 19.6536

Rule 57: Condition = #110#0, Action = 0, Strength = 5.63979

Rule 58: Condition = 00#0#0, Action = 0, Strength = 5.63979

Rule 59: Condition = 10011#, Action = 0, Strength = 10.0963

Rule 60: Condition = 10##11, Action = 0, Strength = 10.0963


Final Accuracy: 71.875%

Run : 8

Final High Strength Rules:
ALL RULES 

Rule 1: Condition = 10##1#, Action = 1, Strength = 19.6811

Rule 2: Condition = 10##0#, Action = 0, Strength = 19.6811

Rule 3: Condition = 11###0, Action = 0, Strength = 19.6811

Rule 4: Condition = 110###, Action = 1, Strength = 15.3767

Rule 5: Condition = 0000##, Action = 0, Strength = 15.3734

Rule 6: Condition = 0101##, Action = 1, Strength = 15.3711

Rule 7: Condition = 00#1#0, Action = 1, Strength = 7.35601

Rule 8: Condition = 011#0#, Action = 0, Strength = 7.35601

Rule 9: Condition = #0011#, Action = 0, Strength = 19.6811

Rule 10: Condition = 0###0#, Action = 0, Strength = 19.6811

Rule 11: Condition = 110###, Action = 1, Strength = 10.3471

Rule 12: Condition = #00#01, Action = 1, Strength = 10.3471

Rule 13: Condition = #00000, Action = 1, Strength = 14.2737

Rule 14: Condition = 1#1010, Action = 0, Strength = 14.2737

Rule 15: Condition = 011000, Action = 0, Strength = 17.5261

Rule 16: Condition = 00##1#, Action = 1, Strength = 17.5261

Rule 17: Condition = 110101, Action = 1, Strength = 7.7158

Rule 18: Condition = 10110#, Action = 0, Strength = 7.7158

Rule 19: Condition = ##0#1#, Action = 0, Strength = 17.5273

Rule 20: Condition = 111111, Action = 0, Strength = 17.5273

Rule 21: Condition = #01111, Action = 0, Strength = 17.5273

Rule 22: Condition = 0#01#1, Action = 1, Strength = 17.5273

Rule 23: Condition = 111111, Action = 1, Strength = 19.6811

Rule 24: Condition = 111#00, Action = 0, Strength = 19.6811

Rule 25: Condition = 101011, Action = 0, Strength = 11.5465

Rule 26: Condition = 010#10, Action = 1, Strength = 11.5465

Rule 27: Condition = 000001, Action = 0, Strength = 10.6208

Rule 28: Condition = #0####, Action = 1, Strength = 10.6208

Rule 29: Condition = #1#101, Action = 0, Strength = 14.2721

Rule 30: Condition = 110#11, Action = 1, Strength = 14.2721

Rule 31: Condition = 010010, Action = 1, Strength = 9.99444

Rule 32: Condition = ##0#11, Action = 1, Strength = 9.99444

Rule 33: Condition = 01#011, Action = 1, Strength = 15.3722

Rule 34: Condition = 1#1111, Action = 1, Strength = 15.3722

Rule 35: Condition = 0#0110, Action = 0, Strength = 14.8017

Rule 36: Condition = 101110, Action = 0, Strength = 14.8017

Rule 37: Condition = 100101, Action = 0, Strength = 10.0682

Rule 38: Condition = 111011, Action = 1, Strength = 10.0682

Rule 39: Condition = 100#00, Action = 1, Strength = 12.6495

Rule 40: Condition = 0#0011, Action = 0, Strength = 12.6495

Rule 41: Condition = 0#0110, Action = 0, Strength = 13.5186

Rule 42: Condition = #010#1, Action = 0, Strength = 13.5186

Rule 43: Condition = #01#10, Action = 0, Strength = 17.5273

Rule 44: Condition = 10#0##, Action = 1, Strength = 17.5273

Rule 45: Condition = 110##1, Action = 1, Strength = 13.1356

Rule 46: Condition = 0#010#, Action = 1, Strength = 13.1356

Rule 47: Condition = 10#001, Action = 0, Strength = 15.3751

Rule 48: Condition = 11##11, Action = 0, Strength = 15.3751

Rule 49: Condition = ##1#01, Action = 0, Strength = 15.1884

Rule 50: Condition = 1#1100, Action = 1, Strength = 15.1884

Rule 51: Condition = 01#0#0, Action = 0, Strength = 17.5289

Rule 52: Condition = 1011#0, Action = 1, Strength = 17.5289

Rule 53: Condition = ###1##, Action = 1, Strength = 10.0658

Rule 54: Condition = 010###, Action = 0, Strength = 10.0658

Rule 55: Condition = #1#101, Action = 0, Strength = 17.5261

Rule 56: Condition = 101111, Action = 1, Strength = 17.5261

Rule 57: Condition = ###1##, Action = 0, Strength = 19.6811

Rule 58: Condition = ##0111, Action = 0, Strength = 19.6811

Rule 59: Condition = 111110, Action = 0, Strength = 15.2878

Rule 60: Condition = #10101, Action = 1, Strength = 15.2878


Final Accuracy: 62.5%

Run : 9

Final High Strength Rules:
ALL RULES 

Rule 1: Condition = 11###1, Action = 1, Strength = 19.6811

Rule 2: Condition = 1###00, Action = 0, Strength = 19.6811

Rule 3: Condition = 10##1#, Action = 1, Strength = 19.6811

Rule 4: Condition = 0#11##, Action = 1, Strength = 19.6811

Rule 5: Condition = #00#0#, Action = 0, Strength = 18.0056

Rule 6: Condition = ###0#0, Action = 0, Strength = 14.0466

Rule 7: Condition = 0100#1, Action = 1, Strength = 8.75922

Rule 8: Condition = 10#1##, Action = 1, Strength = 8.75922

Rule 9: Condition = 11#10#, Action = 1, Strength = 3.52739

Rule 10: Condition = 1##011, Action = 0, Strength = 3.52739

Rule 11: Condition = 1##01#, Action = 0, Strength = 10.3586

Rule 12: Condition = 011#10, Action = 0, Strength = 10.3586

Rule 13: Condition = 010100, Action = 1, Strength = 19.6811

Rule 14: Condition = #101#0, Action = 0, Strength = 19.6811

Rule 15: Condition = 000#0#, Action = 1, Strength = 18.8434

Rule 16: Condition = #11101, Action = 1, Strength = 18.8434

Rule 17: Condition = 001#0#, Action = 1, Strength = 18.8434

Rule 18: Condition = #0000#, Action = 0, Strength = 18.8434

Rule 19: Condition = ##001#, Action = 0, Strength = 0.763604

Rule 20: Condition = 0#001#, Action = 0, Strength = 0.763604

Rule 21: Condition = 1#1#01, Action = 1, Strength = 5.99231

Rule 22: Condition = 100101, Action = 0, Strength = 5.99231

Rule 23: Condition = ###100, Action = 1, Strength = 10.1813

Rule 24: Condition = 0####0, Action = 0, Strength = 10.1813

Rule 25: Condition = ##1#1#, Action = 1, Strength = 13.1758

Rule 26: Condition = 1#0##0, Action = 0, Strength = 13.1758

Rule 27: Condition = #10101, Action = 0, Strength = 19.6811

Rule 28: Condition = 100#11, Action = 0, Strength = 19.6811

Rule 29: Condition = 1100#0, Action = 0, Strength = 19.6811

Rule 30: Condition = ##1#11, Action = 1, Strength = 19.6811

Rule 31: Condition = 0010##, Action = 0, Strength = 18.0056

Rule 32: Condition = 1#100#, Action = 1, Strength = 18.0056

Rule 33: Condition = #1110#, Action = 1, Strength = 13.1758

Rule 34: Condition = 1#1##1, Action = 1, Strength = 13.1758

Rule 35: Condition = #1#0#0, Action = 1, Strength = 10.0259

Rule 36: Condition = #0#011, Action = 0, Strength = 10.0259

Rule 37: Condition = 0011#1, Action = 1, Strength = 13.1722

Rule 38: Condition = 011110, Action = 0, Strength = 13.1722

Rule 39: Condition = ##1110, Action = 1, Strength = 11.3565

Rule 40: Condition = ##001#, Action = 1, Strength = 11.3565

Rule 41: Condition = 1#0#01, Action = 1, Strength = 19.6811

Rule 42: Condition = 0101#1, Action = 1, Strength = 19.6811

Rule 43: Condition = 00##0#, Action = 0, Strength = 10.2006

Rule 44: Condition = 0001##, Action = 0, Strength = 10.2006

Rule 45: Condition = 010##0, Action = 0, Strength = 19.6811

Rule 46: Condition = 10#001, Action = 0, Strength = 19.6811

Rule 47: Condition = 0010#0, Action = 0, Strength = 10.2057

Rule 48: Condition = ##1###, Action = 0, Strength = 10.2057

Rule 49: Condition = 00#010, Action = 0, Strength = 11.3881

Rule 50: Condition = ###111, Action = 0, Strength = 11.3881

Rule 51: Condition = 010111, Action = 1, Strength = 15.2011

Rule 52: Condition = 010101, Action = 1, Strength = 15.2011

Rule 53: Condition = 10#101, Action = 0, Strength = 10.4219

Rule 54: Condition = 0#0101, Action = 1, Strength = 10.4219

Rule 55: Condition = 10#0##, Action = 1, Strength = 18.0056

Rule 56: Condition = 00111#, Action = 0, Strength = 18.0056

Rule 57: Condition = 1##0#0, Action = 0, Strength = 6.7377

Rule 58: Condition = 000001, Action = 1, Strength = 6.7377

Rule 59: Condition = 011#1#, Action = 0, Strength = 8.57081

Rule 60: Condition = 11011#, Action = 0, Strength = 8.57081


Final Accuracy: 78.125%

                   
                   
Average Accuracy: 73.125%

Maximum Accuracy: 82.8125%

